user_id,date,level,event,moves,booster_used,success
U100010,2025-08-24,1,complete,24,False,True
U100010,2025-08-25,2,start,0,False,
U100010,2025-08-25,2,complete,9,False,True
U100011,2025-06-09,1,start,0,False,
U100011,2025-06-09,1,complete,15,False,True
U100012,2025-08-15,1,start,0,False,
U100012,2025-08-15,1,complete,9,False,True
U100012,2025-08-23,2,start,0,False,
U100012,2025-08-23,2,complete,20,False,True
U100013,2025-08-10,1,start,0,False,
U100013,2025-08-10,1,complete,27,True,True
U100014,2025-05-26,1,start,0,False,
U100014,2025-05-26,1,complete,9,False,True
U100014,2025-06-08,2,start,0,False,
U100014,2025-06-08,2,complete,13,False,True
U100017,2025-08-10,1,start,0,False,
U100017,2025-08-10,1,complete,21,False,True
U100018,2025-05-21,1,start,0,False,
U100018,2025-05-21,1,complete,24,False,True
U100018,2025-05-21,2,start,0,False,
U100018,2025-05-21,2,fail,17,False,False
U100018,2025-05-25,2,start,0,False,
U100018,2025-05-25,2,complete,21,False,True
U100019,2025-05-14,1,start,0,False,
U100019,2025-05-14,1,complete,13,False,True
U100020,2025-06-18,1,start,0,False,
U100020,2025-06-18,1,complete,19,False,True
U100020,2025-06-21,2,start,0,False,
U100020,2025-06-21,2,complete,10,False,True
U100021,2025-07-09,1,start,0,False,
U100021,2025-07-09,1,complete,17,False,True
U100021,2025-07-09,2,start,0,False,
U100021,2025-07-09,2,complete,13,False,True
U100021,2025-07-10,3,start,0,False,
U100021,2025-07-10,3,complete,22,False,True
U100021,2025-07-10,4,start,0,False,
U100021,2025-07-10,4,complete,21,False,True
U100021,2025-07-11,5,start,0,False,
U100021,2025-07-11,5,complete,20,False,True
U100021,2025-07-11,6,start,0,False,
U100021,2025-07-11,6,complete,9,False,True
U100021,2025-07-12,7,start,0,False,
U100021,2025-07-12,7,fail,6,False,False
U100021,2025-07-18,7,start,0,False,
U100021,2025-07-18,7,complete,25,False,True
U100021,2025-08-27,8,start,0,False,
U100021,2025-08-27,8,complete,21,False,True
U100021,2025-08-27,9,start,0,False,
U100021,2025-08-27,9,complete,19,False,True
U100023,2025-08-25,1,start,0,False,
U100023,2025-08-25,1,complete,15,False,True
U100024,2025-07-04,1,start,0,False,
U100024,2025-07-04,1,complete,16,False,True
U100024,2025-08-04,2,start,0,False,
U100024,2025-08-04,2,complete,18,False,True
U100025,2025-05-08,1,start,0,False,
U100025,2025-05-08,1,complete,8,False,True
U100025,2025-05-09,2,start,0,False,
U100025,2025-05-09,2,complete,16,False,True
U100025,2025-05-16,3,start,0,False,
U100025,2025-05-16,3,fail,25,False,False
U100025,2025-06-01,3,start,0,False,
U100025,2025-06-01,3,complete,19,False,True
U100026,2025-08-03,1,start,0,False,
U100026,2025-08-03,1,complete,14,False,True
U100026,2025-08-03,2,start,0,False,
U100026,2025-08-03,2,complete,15,False,True
U100026,2025-08-06,3,start,0,False,
U100026,2025-08-06,3,fail,19,False,False
U100026,2025-08-06,3,retry,19,False,True
U100027,2025-07-07,1,start,0,False,
U100027,2025-07-07,1,complete,12,False,True
U100027,2025-07-11,2,start,0,False,
U100027,2025-07-11,2,complete,20,False,True
U100027,2025-07-11,3,start,0,False,
U100027,2025-07-11,3,fail,3,False,False
U100027,2025-07-13,3,start,0,False,
U100027,2025-07-13,3,complete,20,False,True
U100027,2025-07-23,4,start,0,False,
U100027,2025-07-23,4,fail,22,False,False
U100027,2025-07-23,4,start,0,False,
U100027,2025-07-23,4,complete,14,False,True
U100027,2025-08-07,5,start,0,False,
U100027,2025-08-07,5,complete,17,False,True
U100027,2025-08-07,6,start,0,False,
U100027,2025-08-07,6,complete,16,False,True
U100028,2025-06-23,1,start,0,False,
U100028,2025-06-23,1,complete,19,False,True
U100028,2025-06-25,2,start,0,False,
U100028,2025-06-25,2,complete,31,False,True
U100028,2025-06-25,3,start,0,False,
U100028,2025-06-25,3,complete,19,False,True
U100029,2025-07-06,1,start,0,False,
U100029,2025-07-06,1,complete,16,False,True
U100029,2025-07-06,2,start,0,False,
U100029,2025-07-06,2,complete,17,False,True
U100030,2025-07-02,1,start,0,False,
U100030,2025-07-02,1,complete,18,False,True
U100031,2025-06-14,1,start,0,False,
U100031,2025-06-14,1,complete,11,False,True
U100031,2025-07-24,2,start,0,False,
U100031,2025-07-24,2,complete,19,False,True
U100031,2025-08-04,3,start,0,False,
U100031,2025-08-04,3,complete,22,False,True
U100032,2025-07-30,1,start,0,False,
U100032,2025-07-30,1,complete,14,False,True
U100032,2025-08-03,2,start,0,False,
U100032,2025-08-03,2,complete,20,False,True
U100032,2025-08-13,3,start,0,False,
U100032,2025-08-13,3,complete,30,False,True
U100033,2025-07-05,1,start,0,False,
U100033,2025-07-05,1,complete,11,False,True
U100033,2025-07-10,2,start,0,False,
U100033,2025-07-10,2,complete,26,False,True
U100033,2025-08-15,3,start,0,False,
U100033,2025-08-15,3,complete,7,False,True
U100033,2025-08-19,4,start,0,False,
U100033,2025-08-19,4,complete,17,False,True
U100035,2025-07-05,1,start,0,False,
U100035,2025-07-05,1,complete,25,False,True
U100035,2025-07-05,2,start,0,False,
U100035,2025-07-05,2,complete,18,False,True
U100035,2025-07-08,3,start,0,False,
U100035,2025-07-08,3,complete,15,False,True
U100035,2025-07-21,4,start,0,False,
U100035,2025-07-21,4,complete,16,False,True
U100036,2025-05-29,1,start,0,False,
U100036,2025-05-29,1,complete,21,True,True
U100036,2025-05-29,2,start,0,False,
U100036,2025-05-29,2,complete,16,False,True
U100036,2025-06-16,3,start,0,False,
U100036,2025-06-16,3,complete,22,False,True
U100036,2025-06-16,4,start,0,False,
U100036,2025-06-16,4,fail,23,False,False
U100036,2025-06-19,4,start,0,False,
U100036,2025-06-19,4,complete,21,False,True
U100038,2025-07-06,1,start,0,False,
U100038,2025-07-06,1,complete,17,False,True
U100038,2025-07-06,2,start,0,False,
U100038,2025-07-06,2,complete,8,False,True
U100038,2025-08-16,3,start,0,False,
U100038,2025-08-16,3,fail,15,False,False
U100039,2025-05-25,1,start,0,False,
U100039,2025-05-25,1,complete,7,False,True
U100039,2025-07-02,2,start,0,False,
U100039,2025-07-02,2,complete,10,False,True
U100040,2025-07-19,1,start,0,False,
U100040,2025-07-19,1,complete,20,False,True
U100040,2025-08-11,2,start,0,False,
U100040,2025-08-11,2,complete,16,True,True
U100040,2025-08-11,3,start,0,False,
U100040,2025-08-11,3,complete,19,False,True
U100041,2025-06-27,1,start,0,False,
U100041,2025-06-27,1,complete,22,False,True
U100041,2025-06-27,2,start,0,False,
U100041,2025-06-27,2,complete,21,False,True
U100041,2025-07-06,3,start,0,False,
U100041,2025-07-06,3,complete,16,False,True
U100042,2025-08-10,1,start,0,False,
U100042,2025-08-10,1,complete,20,False,True
U100042,2025-08-12,2,start,0,False,
U100042,2025-08-12,2,complete,21,False,True
U100042,2025-08-12,3,start,0,False,
U100042,2025-08-12,3,complete,11,False,True
U100043,2025-06-27,1,start,0,False,
U100043,2025-06-27,1,complete,12,False,True
U100043,2025-06-27,2,start,0,False,
U100043,2025-06-27,2,fail,21,False,False
U100044,2025-07-28,1,start,0,False,
U100044,2025-07-28,1,complete,21,False,True
U100044,2025-07-28,2,start,0,False,
U100044,2025-07-28,2,complete,19,False,True
U100044,2025-07-29,3,start,0,False,
U100044,2025-07-29,3,complete,13,False,True
U100044,2025-07-29,4,start,0,False,
U100044,2025-07-29,4,complete,28,False,True
U100044,2025-08-23,5,start,0,False,
U100044,2025-08-23,5,complete,25,False,True
U100045,2025-07-06,1,start,0,False,
U100045,2025-07-06,1,complete,23,True,True
U100046,2025-06-17,1,start,0,False,
U100046,2025-06-17,1,complete,6,True,True
U100046,2025-06-17,2,start,0,False,
U100046,2025-06-17,2,complete,24,False,True
U100046,2025-07-23,3,start,0,False,
U100046,2025-07-23,3,complete,6,False,True
U100047,2025-08-27,1,start,0,False,
U100047,2025-08-27,1,complete,21,False,True
U100047,2025-08-27,2,start,0,False,
U100047,2025-08-27,2,complete,19,False,True
U100048,2025-08-06,1,start,0,False,
U100048,2025-08-06,1,fail,24,False,False
U100049,2025-06-25,1,start,0,False,
U100049,2025-06-25,1,complete,10,False,True
U100049,2025-06-25,2,start,0,False,
U100049,2025-06-25,2,complete,21,False,True
U100050,2025-06-03,1,start,0,False,
U100050,2025-06-03,1,complete,20,False,True
U100051,2025-06-09,1,start,0,False,
U100051,2025-06-09,1,complete,25,False,True
U100051,2025-06-09,2,start,0,False,
U100051,2025-06-09,2,complete,16,False,True
U100051,2025-06-22,3,start,0,False,
U100051,2025-06-22,3,complete,26,False,True
U100051,2025-06-22,4,start,0,False,
U100051,2025-06-22,4,complete,15,False,True
U100051,2025-07-19,5,start,0,False,
U100051,2025-07-19,5,fail,16,False,False
U100051,2025-07-29,5,start,0,False,
U100051,2025-07-29,5,complete,29,False,True
U100052,2025-07-29,1,start,0,False,
U100052,2025-07-29,1,complete,14,False,True
U100052,2025-07-29,2,start,0,False,
U100052,2025-07-29,2,complete,23,False,True
U100052,2025-08-06,3,start,0,False,
U100052,2025-08-06,3,complete,17,False,True
U100053,2025-07-31,1,start,0,False,
U100053,2025-07-31,1,complete,25,False,True
U100053,2025-08-04,2,start,0,False,
U100053,2025-08-04,2,complete,11,False,True
U100054,2025-07-29,1,start,0,False,
U100054,2025-07-29,1,complete,10,False,True
U100054,2025-07-29,2,start,0,False,
U100054,2025-07-29,2,complete,7,False,True
U100055,2025-07-03,1,start,0,False,
U100055,2025-07-03,1,complete,15,False,True
U100055,2025-07-19,2,start,0,False,
U100055,2025-07-19,2,fail,19,False,False
U100055,2025-07-19,2,retry,10,False,True
U100056,2025-08-06,1,start,0,False,
U100056,2025-08-06,1,fail,16,True,False
U100056,2025-08-06,1,start,0,False,
U100056,2025-08-06,1,complete,18,False,True
U100057,2025-06-22,1,start,0,False,
U100057,2025-06-22,1,complete,19,False,True
U100057,2025-06-27,2,start,0,False,
U100057,2025-06-27,2,complete,22,False,True
U100057,2025-07-07,3,start,0,False,
U100057,2025-07-07,3,complete,24,False,True
U100057,2025-07-07,4,start,0,False,
U100057,2025-07-07,4,fail,13,False,False
U100059,2025-07-15,1,start,0,False,
U100059,2025-07-15,1,complete,28,False,True
U100059,2025-07-15,2,start,0,False,
U100059,2025-07-15,2,complete,17,False,True
U100060,2025-08-23,1,start,0,False,
U100060,2025-08-23,1,complete,27,False,True
U100064,2025-08-23,1,start,0,False,
U100064,2025-08-23,1,complete,21,False,True
U100065,2025-06-21,1,start,0,False,
U100065,2025-06-21,1,complete,3,False,True
U100065,2025-07-30,2,start,0,False,
U100065,2025-07-30,2,fail,14,False,False
U100066,2025-06-10,1,start,0,False,
U100066,2025-06-10,1,complete,32,False,True
U100066,2025-06-11,2,start,0,False,
U100066,2025-06-11,2,complete,15,False,True
U100066,2025-06-28,3,start,0,False,
U100066,2025-06-28,3,complete,24,False,True
U100067,2025-08-26,1,start,0,False,
U100067,2025-08-26,1,complete,4,True,True
U100069,2025-06-17,1,start,0,False,
U100069,2025-06-17,1,complete,11,False,True
U100070,2025-07-30,1,start,0,False,
U100070,2025-07-30,1,fail,20,False,False
U100070,2025-07-31,1,start,0,False,
U100070,2025-07-31,1,fail,24,False,False
U100071,2025-06-19,1,start,0,False,
U100071,2025-06-19,1,complete,25,False,True
U100071,2025-06-19,2,start,0,False,
U100071,2025-06-19,2,complete,6,False,True
U100071,2025-06-30,3,start,0,False,
U100071,2025-06-30,3,complete,26,False,True
U100071,2025-06-30,4,start,0,False,
U100071,2025-06-30,4,complete,19,False,True
U100071,2025-07-02,5,start,0,False,
U100071,2025-07-02,5,fail,26,False,False
U100071,2025-07-02,5,start,0,False,
U100071,2025-07-02,5,fail,15,False,False
U100071,2025-07-02,5,retry,18,False,True
U100072,2025-05-18,1,start,0,False,
U100072,2025-05-18,1,complete,9,True,True
U100072,2025-05-19,2,start,0,False,
U100072,2025-05-19,2,complete,18,False,True
U100072,2025-05-23,3,start,0,False,
U100072,2025-05-23,3,complete,15,False,True
U100072,2025-05-28,4,start,0,False,
U100072,2025-05-28,4,complete,14,False,True
U100073,2025-08-23,1,start,0,False,
U100073,2025-08-23,1,complete,24,False,True
U100073,2025-08-23,2,start,0,False,
U100073,2025-08-23,2,complete,18,False,True
U100073,2025-08-27,3,start,0,False,
U100073,2025-08-27,3,complete,34,False,True
U100074,2025-06-25,1,start,0,False,
U100074,2025-06-25,1,complete,19,False,True
U100074,2025-07-02,2,start,0,False,
U100074,2025-07-02,2,complete,14,False,True
U100074,2025-07-14,3,start,0,False,
U100074,2025-07-14,3,complete,18,False,True
U100075,2025-08-14,1,start,0,False,
U100075,2025-08-14,1,complete,17,False,True
U100075,2025-08-15,2,start,0,False,
U100075,2025-08-15,2,complete,11,False,True
U100075,2025-08-15,3,start,0,False,
U100075,2025-08-15,3,complete,18,False,True
U100075,2025-08-21,4,start,0,False,
U100075,2025-08-21,4,complete,23,False,True
U100075,2025-08-21,5,start,0,False,
U100075,2025-08-21,5,complete,21,False,True
U100076,2025-05-23,1,start,0,False,
U100076,2025-05-23,1,complete,16,False,True
U100076,2025-06-05,2,start,0,False,
U100076,2025-06-05,2,complete,17,False,True
U100077,2025-07-05,1,start,0,False,
U100077,2025-07-05,1,complete,19,False,True
U100077,2025-07-09,2,start,0,False,
U100077,2025-07-09,2,complete,25,False,True
U100077,2025-07-13,3,start,0,False,
U100077,2025-07-13,3,complete,16,False,True
U100077,2025-07-13,4,start,0,False,
U100077,2025-07-13,4,complete,19,False,True
U100077,2025-07-31,5,start,0,False,
U100077,2025-07-31,5,complete,16,False,True
U100078,2025-05-03,1,start,0,False,
U100078,2025-05-03,1,complete,15,False,True
U100078,2025-05-03,2,start,0,False,
U100078,2025-05-03,2,complete,16,False,True
U100078,2025-05-12,3,start,0,False,
U100078,2025-05-12,3,complete,20,False,True
U100079,2025-07-31,1,start,0,False,
U100079,2025-07-31,1,complete,20,True,True
U100079,2025-08-01,2,start,0,False,
U100079,2025-08-01,2,complete,18,False,True
U100079,2025-08-01,3,start,0,False,
U100079,2025-08-01,3,complete,18,False,True
U100081,2025-07-24,1,start,0,False,
U100081,2025-07-24,1,complete,22,False,True
U100082,2025-05-14,1,start,0,False,
U100082,2025-05-14,1,complete,16,True,True
U100083,2025-06-07,1,start,0,False,
U100083,2025-06-07,1,complete,12,False,True
U100083,2025-06-16,2,start,0,False,
U100083,2025-06-16,2,complete,26,False,True
U100083,2025-08-06,3,start,0,False,
U100083,2025-08-06,3,complete,13,False,True
U100083,2025-08-06,4,start,0,False,
U100083,2025-08-06,4,complete,22,False,True
U100084,2025-05-10,1,start,0,False,
U100084,2025-05-10,1,complete,18,False,True
U100084,2025-07-09,2,start,0,False,
U100084,2025-07-09,2,complete,9,False,True
U100085,2025-06-24,1,start,0,False,
U100085,2025-06-24,1,complete,28,False,True
U100085,2025-06-24,2,start,0,False,
U100085,2025-06-24,2,complete,14,False,True
U100085,2025-07-08,3,start,0,False,
U100085,2025-07-08,3,complete,13,False,True
U100085,2025-07-08,4,start,0,False,
U100085,2025-07-08,4,complete,25,False,True
U100086,2025-08-11,1,start,0,False,
U100086,2025-08-11,1,complete,21,False,True
U100086,2025-08-11,2,start,0,False,
U100086,2025-08-11,2,complete,26,False,True
U100087,2025-07-07,1,start,0,False,
U100087,2025-07-07,1,complete,12,False,True
U100087,2025-07-07,2,start,0,False,
U100087,2025-07-07,2,complete,25,False,True
U100087,2025-07-12,3,start,0,False,
U100087,2025-07-12,3,complete,17,False,True
U100087,2025-07-12,4,start,0,False,
U100087,2025-07-12,4,complete,14,True,True
U100087,2025-08-06,5,start,0,False,
U100087,2025-08-06,5,complete,10,False,True
U100087,2025-08-25,6,start,0,False,
U100087,2025-08-25,6,complete,22,False,True
U100088,2025-07-13,1,start,0,False,
U100088,2025-07-13,1,complete,21,False,True
U100088,2025-07-13,2,start,0,False,
U100088,2025-07-13,2,complete,8,False,True
U100089,2025-07-05,1,start,0,False,
U100089,2025-07-05,1,complete,28,False,True
U100089,2025-07-07,2,start,0,False,
U100089,2025-07-07,2,complete,15,True,True
U100089,2025-07-08,3,start,0,False,
U100089,2025-07-08,3,complete,26,False,True
U100090,2025-06-06,1,start,0,False,
U100090,2025-06-06,1,complete,23,False,True
U100090,2025-06-11,2,start,0,False,
U100090,2025-06-11,2,complete,17,False,True
U100090,2025-06-20,3,start,0,False,
U100090,2025-06-20,3,complete,11,True,True
U100090,2025-07-04,4,start,0,False,
U100090,2025-07-04,4,complete,17,False,True
U100091,2025-05-30,1,start,0,False,
U100091,2025-05-30,1,complete,16,False,True
U100091,2025-05-30,2,start,0,False,
U100091,2025-05-30,2,complete,16,False,True
U100091,2025-06-13,3,start,0,False,
U100091,2025-06-13,3,complete,15,False,True
U100092,2025-05-17,1,start,0,False,
U100092,2025-05-17,1,complete,13,False,True
U100092,2025-05-18,2,start,0,False,
U100092,2025-05-18,2,complete,20,False,True
U100092,2025-08-14,3,start,0,False,
U100092,2025-08-14,3,fail,20,True,False
U100092,2025-08-14,3,retry,15,False,True
U100093,2025-08-10,1,start,0,False,
U100093,2025-08-10,1,complete,30,False,True
U100093,2025-08-11,2,start,0,False,
U100093,2025-08-11,2,fail,17,False,False
U100093,2025-08-16,2,start,0,False,
U100093,2025-08-16,2,complete,21,False,True
U100094,2025-07-13,1,start,0,False,
U100094,2025-07-13,1,complete,23,False,True
U100094,2025-07-14,2,start,0,False,
U100094,2025-07-14,2,complete,17,False,True
U100095,2025-05-23,1,start,0,False,
U100095,2025-05-23,1,complete,12,False,True
U100095,2025-05-25,2,start,0,False,
U100095,2025-05-25,2,complete,11,False,True
U100095,2025-08-17,3,start,0,False,
U100095,2025-08-17,3,complete,28,False,True
U100095,2025-08-17,4,start,0,False,
U100095,2025-08-17,4,complete,23,False,True
U100096,2025-05-22,1,start,0,False,
U100096,2025-05-22,1,complete,15,False,True
U100096,2025-05-22,2,start,0,False,
U100096,2025-05-22,2,complete,18,False,True
U100099,2025-07-19,1,start,0,False,
U100099,2025-07-19,1,complete,28,True,True
U100100,2025-06-19,1,start,0,False,
U100100,2025-06-19,1,complete,22,False,True
U100100,2025-08-16,2,start,0,False,
U100100,2025-08-16,2,complete,15,False,True
U100100,2025-08-16,3,start,0,False,
U100100,2025-08-16,3,complete,20,False,True
U100101,2025-06-07,1,start,0,False,
U100101,2025-06-07,1,complete,13,False,True
U100102,2025-08-26,1,start,0,False,
U100102,2025-08-26,1,complete,18,False,True
U100103,2025-08-04,1,start,0,False,
U100103,2025-08-04,1,complete,25,False,True
U100103,2025-08-06,2,start,0,False,
U100103,2025-08-06,2,complete,18,False,True
U100104,2025-06-06,1,start,0,False,
U100104,2025-06-06,1,complete,18,False,True
U100104,2025-06-06,2,start,0,False,
U100104,2025-06-06,2,complete,8,False,True
U100104,2025-06-09,3,start,0,False,
U100104,2025-06-09,3,complete,17,False,True
U100104,2025-06-24,4,start,0,False,
U100104,2025-06-24,4,complete,28,False,True
U100104,2025-06-24,5,start,0,False,
U100104,2025-06-24,5,complete,18,False,True
U100105,2025-08-12,1,start,0,False,
U100105,2025-08-12,1,complete,7,False,True
U100105,2025-08-17,2,start,0,False,
U100105,2025-08-17,2,complete,12,False,True
U100105,2025-08-28,3,start,0,False,
U100105,2025-08-28,3,complete,13,False,True
U100106,2025-08-01,1,start,0,False,
U100106,2025-08-01,1,complete,15,True,True
U100107,2025-06-18,1,start,0,False,
U100107,2025-06-18,1,complete,12,False,True
U100107,2025-06-18,2,start,0,False,
U100107,2025-06-18,2,complete,20,False,True
U100107,2025-06-28,3,start,0,False,
U100107,2025-06-28,3,complete,23,False,True
U100107,2025-07-04,4,start,0,False,
U100107,2025-07-04,4,complete,30,False,True
U100108,2025-06-21,1,start,0,False,
U100108,2025-06-21,1,complete,12,False,True
U100108,2025-07-11,2,start,0,False,
U100108,2025-07-11,2,complete,19,False,True
U100108,2025-07-11,3,start,0,False,
U100108,2025-07-11,3,complete,28,False,True
U100109,2025-05-25,1,start,0,False,
U100109,2025-05-25,1,complete,18,False,True
U100109,2025-05-27,2,start,0,False,
U100109,2025-05-27,2,complete,19,False,True
U100110,2025-05-14,1,start,0,False,
U100110,2025-05-14,1,complete,10,False,True
U100110,2025-05-14,2,start,0,False,
U100110,2025-05-14,2,complete,15,False,True
U100110,2025-06-02,3,start,0,False,
U100110,2025-06-02,3,complete,15,False,True
U100110,2025-06-04,4,start,0,False,
U100110,2025-06-04,4,complete,12,False,True
U100110,2025-06-04,5,start,0,False,
U100110,2025-06-04,5,complete,17,False,True
U100110,2025-06-23,6,start,0,False,
U100110,2025-06-23,6,complete,16,False,True
U100111,2025-07-28,1,start,0,False,
U100111,2025-07-28,1,complete,15,False,True
U100111,2025-07-30,2,start,0,False,
U100111,2025-07-30,2,complete,21,False,True
U100112,2025-06-02,1,start,0,False,
U100112,2025-06-02,1,complete,18,False,True
U100112,2025-06-16,2,start,0,False,
U100112,2025-06-16,2,complete,25,False,True
U100112,2025-06-27,3,start,0,False,
U100112,2025-06-27,3,complete,26,False,True
U100112,2025-07-03,4,start,0,False,
U100112,2025-07-03,4,complete,19,False,True
U100113,2025-08-07,1,start,0,False,
U100113,2025-08-07,1,complete,15,False,True
U100113,2025-08-18,2,start,0,False,
U100113,2025-08-18,2,complete,15,False,True
U100114,2025-08-28,1,start,0,False,
U100114,2025-08-28,1,complete,17,False,True
U100114,2025-08-28,2,start,0,False,
U100114,2025-08-28,2,complete,23,False,True
U100115,2025-05-13,1,start,0,False,
U100115,2025-05-13,1,complete,12,False,True
U100116,2025-06-26,1,start,0,False,
U100116,2025-06-26,1,complete,31,False,True
U100116,2025-06-27,2,start,0,False,
U100116,2025-06-27,2,complete,25,False,True
U100116,2025-06-27,3,start,0,False,
U100116,2025-06-27,3,complete,13,False,True
U100116,2025-08-16,4,start,0,False,
U100116,2025-08-16,4,complete,16,True,True
U100117,2025-08-05,1,start,0,False,
U100117,2025-08-05,1,complete,24,False,True
U100117,2025-08-06,2,start,0,False,
U100117,2025-08-06,2,complete,27,False,True
U100117,2025-08-06,3,start,0,False,
U100117,2025-08-06,3,complete,27,False,True
U100117,2025-08-10,4,start,0,False,
U100117,2025-08-10,4,complete,16,False,True
U100117,2025-08-11,5,start,0,False,
U100117,2025-08-11,5,complete,11,False,True
U100120,2025-06-11,1,start,0,False,
U100120,2025-06-11,1,complete,18,False,True
U100120,2025-06-13,2,start,0,False,
U100120,2025-06-13,2,complete,17,False,True
U100120,2025-06-17,3,start,0,False,
U100120,2025-06-17,3,complete,27,False,True
U100121,2025-06-24,1,start,0,False,
U100121,2025-06-24,1,complete,12,False,True
U100121,2025-07-28,2,start,0,False,
U100121,2025-07-28,2,complete,13,False,True
U100122,2025-07-11,1,start,0,False,
U100122,2025-07-11,1,complete,23,False,True
U100122,2025-07-29,2,start,0,False,
U100122,2025-07-29,2,complete,19,False,True
U100122,2025-07-29,3,start,0,False,
U100122,2025-07-29,3,complete,19,False,True
U100123,2025-08-25,1,start,0,False,
U100123,2025-08-25,1,complete,24,False,True
U100123,2025-08-26,2,start,0,False,
U100123,2025-08-26,2,complete,19,False,True
U100123,2025-08-28,3,start,0,False,
U100123,2025-08-28,3,complete,9,False,True
U100124,2025-06-16,1,start,0,False,
U100124,2025-06-16,1,complete,9,False,True
U100124,2025-07-10,2,start,0,False,
U100124,2025-07-10,2,complete,7,False,True
U100124,2025-07-22,3,start,0,False,
U100124,2025-07-22,3,complete,3,False,True
U100124,2025-07-22,4,start,0,False,
U100124,2025-07-22,4,complete,20,False,True
U100126,2025-06-14,1,start,0,False,
U100126,2025-06-14,1,complete,21,False,True
U100126,2025-07-27,2,start,0,False,
U100126,2025-07-27,2,complete,12,False,True
U100127,2025-08-27,1,start,0,False,
U100127,2025-08-27,1,complete,16,False,True
U100128,2025-08-08,1,start,0,False,
U100128,2025-08-08,1,complete,20,False,True
U100128,2025-08-08,2,start,0,False,
U100128,2025-08-08,2,complete,16,False,True
U100129,2025-06-26,1,start,0,False,
U100129,2025-06-26,1,complete,14,False,True
U100129,2025-06-27,2,start,0,False,
U100129,2025-06-27,2,complete,13,False,True
U100129,2025-08-07,3,start,0,False,
U100129,2025-08-07,3,complete,11,False,True
U100130,2025-08-06,1,start,0,False,
U100130,2025-08-06,1,complete,12,False,True
U100131,2025-06-02,1,start,0,False,
U100131,2025-06-02,1,complete,15,False,True
U100131,2025-06-30,2,start,0,False,
U100131,2025-06-30,2,fail,16,False,False
U100131,2025-08-23,2,start,0,False,
U100131,2025-08-23,2,complete,12,False,True
U100132,2025-06-07,1,start,0,False,
U100132,2025-06-07,1,complete,17,False,True
U100133,2025-05-14,1,start,0,False,
U100133,2025-05-14,1,complete,13,True,True
U100133,2025-07-30,2,start,0,False,
U100133,2025-07-30,2,complete,28,False,True
U100134,2025-05-17,1,start,0,False,
U100134,2025-05-17,1,complete,7,False,True
U100134,2025-05-17,2,start,0,False,
U100134,2025-05-17,2,complete,18,False,True
U100134,2025-05-30,3,start,0,False,
U100134,2025-05-30,3,complete,7,False,True
U100134,2025-05-30,4,start,0,False,
U100134,2025-05-30,4,complete,18,True,True
U100134,2025-06-08,5,start,0,False,
U100134,2025-06-08,5,complete,17,False,True
U100134,2025-06-08,6,start,0,False,
U100134,2025-06-08,6,complete,19,False,True
U100135,2025-06-27,1,start,0,False,
U100135,2025-06-27,1,complete,9,False,True
U100135,2025-07-04,2,start,0,False,
U100135,2025-07-04,2,complete,8,False,True
U100136,2025-08-01,1,start,0,False,
